,index,molecule_chembl_id,bioactivity_class,canonical_smiles,MW,LogP,NumHDonors,NumHAcceptors,standard_value_norm,pIC50
155,155,CHEMBL1784716,inactive,CCCc1c(C)nc2ncnn2c1Nc1ccc(C)cc1,281.363,3.437240000000002,1.0,5.0,100000.0,4.0
156,156,CHEMBL1784717,intermediate_active,Cc1ccc(Nc2c3c(nc4ncnn24)CCC3)cc1F,283.31,2.804120000000001,1.0,5.0,1400.0,5.853871964321762
157,157,CHEMBL1956499,active,Cc1cc(Nc2ccc(C(F)(F)F)cc2)n2nc(CCO)nc2n1,337.30500000000006,2.7299200000000012,2.0,6.0,930.0,6.031517051446065
158,158,CHEMBL1956498,intermediate_active,Cc1cc(Nc2cccc(Cl)c2)n2nc(CO)nc2n1,289.726,2.3220199999999998,2.0,6.0,6100.0,5.214670164989233
159,159,CHEMBL1956497,intermediate_active,Cc1cc(Nc2ccc(Cl)cc2)n2nc(CO)nc2n1,289.726,2.3220200000000006,2.0,6.0,5300.0,5.275724130399211
160,160,CHEMBL1956496,inactive,Cc1cc(Nc2ccc(Cl)cc2)n2nc(CCN)nc2n1,302.769,2.3309200000000003,2.0,6.0,10000.0,5.0
161,161,CHEMBL1956495,inactive,CNCc1nc2nc(C)cc(Nc3cccc(Cl)c3)n2n1,302.769,2.5491200000000003,2.0,6.0,10000.0,5.0
162,162,CHEMBL1956494,inactive,Cc1cc(Nc2cccc(Cl)c2)n2nc(CN)nc2n1,288.742,2.2884199999999995,2.0,6.0,10000.0,5.0
163,163,CHEMBL1956493,inactive,Cc1cc(Nc2cccc(Cl)c2)n2nc(CN(C)C)nc2n1,316.79600000000005,2.8913200000000003,1.0,6.0,10000.0,5.0
164,164,CHEMBL1956492,inactive,CNCCc1nc2nc(C)cc(Nc3cccc(Cl)c3)n2n1,316.79600000000005,2.5916200000000007,2.0,6.0,10000.0,5.0
165,165,CHEMBL1956491,inactive,Cc1cc(Nc2ccc(Cl)cc2)n2nc(CN(C)C)nc2n1,316.79600000000005,2.8913200000000012,1.0,6.0,10000.0,5.0
166,166,CHEMBL1956490,inactive,CNCc1nc2nc(C)cc(Nc3ccc(Cl)cc3)n2n1,302.769,2.5491200000000003,2.0,6.0,10000.0,5.0
167,167,CHEMBL1956489,inactive,Cc1cc(Nc2ccc(Cl)cc2)n2nc(CN)nc2n1,288.742,2.2884200000000003,2.0,6.0,10000.0,5.0
168,168,CHEMBL1956488,inactive,CNCCc1nc2nc(C)cc(Nc3ccc(Cl)cc3)n2n1,316.79600000000005,2.5916200000000007,2.0,6.0,10000.0,5.0
169,169,CHEMBL1956487,inactive,Cc1cc(Nc2cccc(Cl)c2)n2[nH]c(=O)nc2n1,275.699,2.123019999999999,2.0,5.0,10000.0,5.0
170,170,CHEMBL1956486,inactive,Cc1cc(Nc2ccc(Cl)cc2)n2[nH]c(=O)nc2n1,275.699,2.12302,2.0,5.0,10000.0,5.0
171,171,CHEMBL1956485,inactive,Cc1cc(Nc2ccc(Cl)cc2)n2nc(OCCN)nc2n1,318.7680000000001,2.16722,2.0,7.0,10000.0,5.0
172,172,CHEMBL1956484,inactive,Cc1cc(Nc2ccc(C(F)(F)F)cc2)n2nc(OCCN)nc2n1,352.3200000000001,2.5326199999999996,2.0,7.0,10000.0,5.0
173,173,CHEMBL1956483,inactive,Cc1cc(Nc2cccc(Cl)c2)n2nc(OCCN)nc2n1,318.7680000000001,2.167219999999999,2.0,7.0,10000.0,5.0
174,174,CHEMBL1956482,inactive,Cc1cc(Nc2ccc(S(F)(F)(F)(F)F)cc2)n2nc(OCCN(C)C)nc2n1,438.42600000000016,4.7741200000000035,1.0,7.0,10000.0,5.0
175,175,CHEMBL1956481,inactive,Cc1cc(Nc2ccc(C(F)(F)F)cc2)n2nc(OCCN(C)C)nc2n1,380.37400000000014,3.1355200000000014,1.0,7.0,10000.0,5.0
176,176,CHEMBL1956480,inactive,Cc1cc(Nc2cccc(Cl)c2)n2nc(OCCN(C)C)nc2n1,346.8220000000001,2.7701200000000004,1.0,7.0,10000.0,5.0
177,177,CHEMBL1956479,inactive,Cc1cc(Nc2ccc(Cl)cc2)n2nc(OCCN(C)C)nc2n1,346.8220000000001,2.7701200000000012,1.0,7.0,10000.0,5.0
178,178,CHEMBL1955872,inactive,CNCCOc1nc2nc(C)cc(Nc3ccc(S(F)(F)(F)(F)F)cc3)n2n1,424.399,4.4319200000000025,2.0,7.0,10000.0,5.0
179,179,CHEMBL1956478,inactive,CNCCOc1nc2nc(C)cc(Nc3ccc(C(F)(F)F)cc3)n2n1,366.34700000000004,2.7933200000000005,2.0,7.0,10000.0,5.0
180,180,CHEMBL1956477,inactive,CNCCOc1nc2nc(C)cc(Nc3cccc(Cl)c3)n2n1,332.7950000000001,2.4279200000000003,2.0,7.0,10000.0,5.0
181,181,CHEMBL1956476,inactive,CNCCOc1nc2nc(C)cc(Nc3ccc(Cl)cc3)n2n1,332.7950000000001,2.4279200000000003,2.0,7.0,10000.0,5.0
182,182,CHEMBL1956475,intermediate_active,COCCOc1nc2nc(C)cc(Nc3cccc(Cl)c3)n2n1,333.7790000000001,2.854920000000001,1.0,7.0,4900.0,5.309803919971486
183,183,CHEMBL1956474,inactive,COCCOc1nc2nc(C)cc(Nc3ccc(Cl)cc3)n2n1,333.77900000000005,2.854920000000001,1.0,7.0,10000.0,5.0
184,184,CHEMBL1956473,active,CCOc1nc2nc(C)cc(Nc3ccc(S(F)(F)(F)(F)F)cc3)n2n1,395.357,5.232420000000002,1.0,6.0,57.0,7.2441251443275085
185,185,CHEMBL1956472,active,CCOc1nc2nc(C)cc(Nc3ccc(C(F)(F)F)cc3)n2n1,337.305,3.593820000000002,1.0,6.0,56.0,7.251811972993799
186,186,CHEMBL1956471,active,CCOc1nc2nc(C)cc(Nc3ccc(Cl)cc3)n2n1,303.75300000000004,3.2284200000000016,1.0,6.0,270.0,6.568636235841013
187,187,CHEMBL1956470,active,CCOc1nc2nc(C)cc(Nc3cccc(Cl)c3)n2n1,303.75300000000004,3.2284200000000016,1.0,6.0,400.0,6.3979400086720375
188,188,CHEMBL1956469,active,COc1nc2nc(C)cc(Nc3ccc(Cl)cc3)n2n1,289.726,2.8383200000000004,1.0,6.0,460.0,6.337242168318426
189,189,CHEMBL1956468,active,COc1nc2nc(C)cc(Nc3cccc(Cl)c3)n2n1,289.726,2.8383200000000004,1.0,6.0,500.0,6.301029995663981
190,190,CHEMBL1956467,active,Cc1cc(Nc2ccc(S(F)(F)(F)(F)F)cc2)n2nc(S(C)(=O)=O)nc2n1,429.3960000000001,4.2372200000000015,1.0,7.0,110.0,6.958607314841775
191,191,CHEMBL1956466,active,Cc1cc(Nc2ccc(C(F)(F)F)cc2)n2nc(S(C)(=O)=O)nc2n1,371.34400000000005,2.5986200000000004,1.0,7.0,90.0,7.045757490560675
192,192,CHEMBL1956305,active,Cc1cc(Nc2cccc(Cl)c2)n2nc(S(C)(=O)=O)nc2n1,337.7920000000001,2.2332199999999993,1.0,7.0,160.0,6.795880017344075
193,193,CHEMBL1956304,active,Cc1cc(Nc2ccc(Cl)cc2)n2nc(S(C)(=O)=O)nc2n1,337.7920000000001,2.23322,1.0,7.0,45.0,7.346787486224656
194,194,CHEMBL1956303,active,CSc1nc2nc(C)cc(Nc3ccc(S(F)(F)(F)(F)F)cc3)n2n1,397.398,5.555620000000002,1.0,6.0,30.0,7.522878745280337
195,195,CHEMBL1956302,active,CSc1nc2nc(C)cc(Nc3ccc(C(F)(F)F)cc3)n2n1,339.346,3.9170200000000017,1.0,6.0,36.0,7.443697499232712
196,196,CHEMBL1956301,active,CSc1nc2nc(C)cc(Nc3cccc(Cl)c3)n2n1,305.79400000000004,3.5516200000000016,1.0,6.0,26.0,7.585026652029182
197,197,CHEMBL1956300,active,CSc1nc2nc(C)cc(Nc3ccc(Cl)cc3)n2n1,305.79400000000004,3.5516200000000024,1.0,6.0,30.0,7.522878745280337
198,198,CHEMBL1956299,intermediate_active,COCCc1nc2nc(C)cc(Nc3ccc(S(F)(F)(F)(F)F)cc3)n2n1,409.384,5.0226200000000025,1.0,6.0,2500.0,5.6020599913279625
199,199,CHEMBL1956298,intermediate_active,COCCc1nc2nc(C)cc(Nc3ccc(C(F)(F)F)cc3)n2n1,351.33200000000005,3.3840200000000014,1.0,6.0,2500.0,5.6020599913279625
200,200,CHEMBL1956297,inactive,COCCc1nc2nc(C)cc(Nc3cccc(Cl)c3)n2n1,317.7800000000001,3.018620000000001,1.0,6.0,10000.0,5.0
201,201,CHEMBL1956296,inactive,COCCc1nc2nc(C)cc(Nc3ccc(Cl)cc3)n2n1,317.7800000000001,3.018620000000001,1.0,6.0,10000.0,5.0
202,202,CHEMBL1956295,active,COCc1nc2nc(C)cc(Nc3ccc(S(F)(F)(F)(F)F)cc3)n2n1,395.357,4.980120000000002,1.0,6.0,390.0,6.4089353929735005
203,203,CHEMBL1956294,active,COCc1nc2nc(C)cc(Nc3ccc(C(F)(F)F)cc3)n2n1,337.305,3.341520000000002,1.0,6.0,410.0,6.3872161432802645
204,204,CHEMBL1956293,intermediate_active,COCc1nc2nc(C)cc(Nc3cccc(Cl)c3)n2n1,303.75300000000004,2.9761200000000008,1.0,6.0,1700.0,5.769551078621726
205,205,CHEMBL1956292,intermediate_active,COCc1nc2nc(C)cc(Nc3ccc(Cl)cc3)n2n1,303.75300000000004,2.9761200000000008,1.0,6.0,2200.0,5.657577319177793
206,206,CHEMBL1956291,active,Cc1cc(Nc2ccc(S(F)(F)(F)(F)F)cc2)n2nc(C(F)(F)F)nc2n1,419.301,5.852520000000002,1.0,5.0,30.0,7.522878745280337
207,207,CHEMBL1956290,active,Cc1cc(Nc2ccc(C(F)(F)F)cc2)n2nc(C(F)(F)F)nc2n1,361.24899999999997,4.213920000000002,1.0,5.0,35.0,7.455931955649724
208,208,CHEMBL1956289,active,CCC(F)(F)c1nc2nc(C)cc(Nc3ccc(S(F)(F)(F)(F)F)cc3)n2n1,429.36499999999995,6.335520000000003,1.0,5.0,75.0,7.1249387366083
209,209,CHEMBL1956288,active,CCC(F)(F)c1nc2nc(C)cc(Nc3ccc(C(F)(F)F)cc3)n2n1,371.313,4.696920000000002,1.0,5.0,19.0,7.721246399047171
210,210,CHEMBL1956287,active,CCC(F)(F)c1nc2nc(C)cc(Nc3cccc(Cl)c3)n2n1,337.7610000000001,4.331520000000003,1.0,5.0,30.0,7.522878745280337
211,211,CHEMBL1956286,active,CCC(F)(F)c1nc2nc(C)cc(Nc3ccc(Cl)cc3)n2n1,337.761,4.331520000000003,1.0,5.0,34.0,7.468521082957745
212,212,CHEMBL1956285,active,Cc1cc(Nc2ccc(S(F)(F)(F)(F)F)cc2)n2nc(C(C)(F)F)nc2n1,415.338,5.945420000000002,1.0,5.0,33.0,7.481486060122112
213,213,CHEMBL1738786,active,Cc1cc(Nc2ccc(C(F)(F)F)cc2)n2nc(C(C)(F)F)nc2n1,357.286,4.306820000000002,1.0,5.0,38.0,7.42021640338319
214,214,CHEMBL1956284,active,Cc1cc(Nc2cccc(Cl)c2)n2nc(C(C)(F)F)nc2n1,323.73400000000004,3.9414200000000017,1.0,5.0,54.0,7.267606240177032
215,215,CHEMBL1956283,active,Cc1cc(Nc2ccc(Cl)cc2)n2nc(C(C)(F)F)nc2n1,323.73400000000004,3.9414200000000026,1.0,5.0,38.0,7.42021640338319
216,216,CHEMBL1956282,intermediate_active,Cc1cc(Nc2ccc(S(F)(F)(F)(F)F)cc2)n2nc(CC3CC3)nc2n1,405.39600000000013,5.786220000000003,1.0,5.0,5700.0,5.2441251443275085
217,217,CHEMBL1956281,intermediate_active,Cc1cc(Nc2ccc(C(F)(F)F)cc2)n2nc(CC3CC3)nc2n1,347.3440000000001,4.1476200000000025,1.0,5.0,1700.0,5.769551078621726
218,218,CHEMBL1955870,inactive,Cc1cc(Nc2cccc(Cl)c2)n2nc(CC3CC3)nc2n1,313.7920000000001,3.7822200000000015,1.0,5.0,10000.0,5.0
219,219,CHEMBL1956280,inactive,Cc1cc(Nc2ccc(Cl)cc2)n2nc(CC3CC3)nc2n1,313.7920000000001,3.7822200000000024,1.0,5.0,12000.0,4.920818753952375
220,220,CHEMBL1956279,active,Cc1cc(Nc2ccc(S(F)(F)(F)(F)F)cc2)n2nc(C3CC3)nc2n1,391.3690000000001,5.711120000000002,1.0,5.0,93.0,7.031517051446065
221,221,CHEMBL1956278,active,Cc1cc(Nc2ccc(C(F)(F)F)cc2)n2nc(C3CC3)nc2n1,333.31700000000006,4.072520000000003,1.0,5.0,140.0,6.853871964321762
222,222,CHEMBL1956277,active,Cc1cc(Nc2cccc(Cl)c2)n2nc(C3CC3)nc2n1,299.76500000000004,3.7071200000000015,1.0,5.0,820.0,6.086186147616283
223,223,CHEMBL1956276,active,Cc1cc(Nc2ccc(Cl)cc2)n2nc(C3CC3)nc2n1,299.76500000000004,3.7071200000000024,1.0,5.0,880.0,6.055517327849832
224,224,CHEMBL1956275,active,CCC(C)c1nc2nc(C)cc(Nc3ccc(S(F)(F)(F)(F)F)cc3)n2n1,407.412,6.347220000000003,1.0,5.0,330.0,6.481486060122113
225,225,CHEMBL1956274,active,CCC(C)c1nc2nc(C)cc(Nc3ccc(C(F)(F)F)cc3)n2n1,349.36,4.708620000000003,1.0,5.0,380.0,6.42021640338319
226,226,CHEMBL1956273,active,Cc1cc(Nc2ccc(S(F)(F)(F)(F)F)cc2)n2nc(C(C)(C)C)nc2n1,407.4120000000001,6.1312200000000034,1.0,5.0,550.0,6.259637310505756
227,227,CHEMBL1956272,active,Cc1cc(Nc2ccc(C(F)(F)F)cc2)n2nc(C(C)(C)C)nc2n1,349.36000000000007,4.492620000000003,1.0,5.0,460.0,6.337242168318426
228,228,CHEMBL1956271,inactive,Cc1cc(Nc2ccc(S(F)(F)(F)(F)F)cc2)n2nc(CC(C)C)nc2n1,407.4120000000001,6.032220000000003,1.0,5.0,10000.0,5.0
229,229,CHEMBL1956270,intermediate_active,Cc1cc(Nc2ccc(C(F)(F)F)cc2)n2nc(CC(C)C)nc2n1,349.36000000000007,4.393620000000003,1.0,5.0,2000.0,5.698970004336019
230,230,CHEMBL1956261,inactive,Cc1cc(Nc2cccc(Cl)c2)n2nc(CC(C)C)nc2n1,315.80800000000005,4.028220000000002,1.0,5.0,10000.0,5.0
231,231,CHEMBL1956260,inactive,Cc1cc(Nc2ccc(Cl)cc2)n2nc(CC(C)C)nc2n1,315.80800000000005,4.028220000000003,1.0,5.0,10000.0,5.0
232,232,CHEMBL1956269,active,Cc1cc(Nc2ccc(S(F)(F)(F)(F)F)cc2)n2nc(C(C)C)nc2n1,393.38500000000005,5.957120000000002,1.0,5.0,100.0,7.0
233,233,CHEMBL1956268,active,Cc1cc(Nc2ccc(C(F)(F)F)cc2)n2nc(C(C)C)nc2n1,335.333,4.318520000000003,1.0,5.0,110.0,6.958607314841775
234,234,CHEMBL1956267,active,Cc1cc(Nc2cccc(Cl)c2)n2nc(C(C)C)nc2n1,301.78100000000006,3.953120000000002,1.0,5.0,120.0,6.920818753952375
235,235,CHEMBL1956266,active,Cc1cc(Nc2ccc(Cl)cc2)n2nc(C(C)C)nc2n1,301.78100000000006,3.953120000000003,1.0,5.0,330.0,6.481486060122113
236,236,CHEMBL1956265,active,CCc1nc2nc(C)cc(Nc3ccc(S(F)(F)(F)(F)F)cc3)n2n1,379.358,5.3961200000000025,1.0,5.0,150.0,6.823908740944319
237,237,CHEMBL1956264,active,CCc1nc2nc(C)cc(Nc3ccc(C(F)(F)F)cc3)n2n1,321.306,3.757520000000002,1.0,5.0,87.0,7.060480747381382
238,238,CHEMBL1956263,active,CCc1nc2nc(C)cc(Nc3cccc(Cl)c3)n2n1,287.754,3.392120000000002,1.0,5.0,240.0,6.619788758288394
239,239,CHEMBL1956262,active,CCc1nc2nc(C)cc(Nc3ccc(Cl)cc3)n2n1,287.754,3.392120000000001,1.0,5.0,280.0,6.552841968657781
240,240,CHEMBL2012819,inactive,NC(=O)c1ccc(-n2cnc3ccccc32)s1,243.291,2.1859,1.0,4.0,30000.0,4.522878745280337
241,241,CHEMBL2012820,intermediate_active,CNC(=O)c1ccc(-n2cnc3ccccc32)s1,257.318,2.4466,1.0,4.0,1080.0,5.966576244513051
242,242,CHEMBL2012821,active,CCNC(=O)c1ccc(-n2cnc3ccccc32)s1,271.34499999999997,2.8367000000000013,1.0,4.0,140.0,6.853871964321762
243,243,CHEMBL2012822,active,CCCNC(=O)c1ccc(-n2cnc3ccccc32)s1,285.372,3.2268000000000017,1.0,4.0,700.0,6.154901959985743
244,244,CHEMBL2012823,active,CC(C)NC(=O)c1ccc(-n2cnc3ccccc32)s1,285.372,3.225200000000002,1.0,4.0,680.0,6.167491087293763
245,245,CHEMBL2012824,active,O=C(NC1CC1)c1ccc(-n2cnc3ccccc32)s1,283.356,2.9792000000000014,1.0,4.0,60.0,7.221848749616356
246,246,CHEMBL2012825,active,O=C(NC1CCC1)c1ccc(-n2cnc3ccccc32)s1,297.38300000000004,3.3693000000000026,1.0,4.0,420.0,6.376750709602099
247,247,CHEMBL2012826,inactive,CCCCNC(=O)c1ccc(-n2cnc3ccccc32)s1,299.399,3.616900000000002,1.0,4.0,28600.0,4.543633966870957
248,248,CHEMBL2012827,intermediate_active,O=C(NC1CCCC1)c1ccc(-n2cnc3ccccc32)s1,311.4100000000001,3.759400000000003,1.0,4.0,2510.0,5.600326278518962
249,249,CHEMBL2012828,inactive,CN(C)C(=O)c1ccc(-n2cnc3ccccc32)s1,271.34499999999997,2.788800000000001,0.0,4.0,30000.0,4.522878745280337
250,250,CHEMBL2012829,active,Cc1nc2ccccc2n1-c1ccc(C(=O)NC2CC2)s1,297.383,3.2876200000000013,1.0,4.0,80.0,7.096910013008056
251,251,CHEMBL2012830,active,CCc1nc2ccccc2n1-c1ccc(C(=O)NC2CC2)s1,311.4100000000001,3.5416000000000025,1.0,4.0,110.0,6.958607314841775
252,252,CHEMBL2012831,active,CCCc1nc2ccccc2n1-c1ccc(C(=O)NC2CC2)s1,325.43700000000007,3.931700000000003,1.0,4.0,180.0,6.7447274948966935
253,253,CHEMBL2012940,inactive,O=C(NC1CC1)c1ccc(-n2c(=O)[nH]c3ccccc32)s1,299.355,2.2725,2.0,4.0,30000.0,4.522878745280337
254,254,CHEMBL2012941,active,O=C(NC1CC1)c1ccc(-n2c(C(F)(F)F)nc3ccccc32)s1,351.353,3.998000000000002,1.0,4.0,570.0,6.2441251443275085
255,255,CHEMBL2012942,intermediate_active,CN(C)c1nc2ccccc2n1-c1ccc(C(=O)NC2CC2)s1,326.42500000000007,3.0452000000000012,1.0,5.0,5600.0,5.251811972993799
256,256,CHEMBL2012943,active,Cc1cccc2c1nc(C)n2-c1ccc(C(=O)NC2CC2)s1,311.4100000000001,3.596040000000002,1.0,4.0,39.0,7.4089353929735005
257,257,CHEMBL2012944,active,Cc1ccc2c(c1)nc(C)n2-c1ccc(C(=O)NC2CC2)s1,311.4100000000001,3.596040000000002,1.0,4.0,56.0,7.251811972993799
258,258,CHEMBL2012945,active,Cc1ccc2nc(C)n(-c3ccc(C(=O)NC4CC4)s3)c2c1,311.41,3.596040000000002,1.0,4.0,56.0,7.251811972993799
259,259,CHEMBL2012946,active,Cc1cccc2nc(C)n(-c3ccc(C(=O)NC4CC4)s3)c12,311.4100000000001,3.596040000000002,1.0,4.0,609.0,6.215382707367125
260,260,CHEMBL1234899,active,Cc1nc2cc(OC(F)(F)F)ccc2n1-c1ccc(C(=O)NC2CC2)s1,381.37900000000013,4.186220000000002,1.0,5.0,22.0,7.657577319177793
261,261,CHEMBL2012947,active,Cc1nc2ccc(OC(F)(F)F)cc2n1-c1ccc(C(=O)NC2CC2)s1,381.3790000000001,4.186220000000002,1.0,5.0,52.0,7.2839966563652006
262,262,CHEMBL2012948,active,Cc1nc2cc(C(F)(F)F)ccc2n1-c1ccc(C(=O)NC2CC2)s1,365.3800000000001,4.306420000000002,1.0,4.0,28.0,7.552841968657781
263,263,CHEMBL2012949,active,Cc1nc2ccc(C(F)(F)F)cc2n1-c1ccc(C(=O)NC2CC2)s1,365.3800000000001,4.306420000000002,1.0,4.0,92.0,7.036212172654444
264,264,CHEMBL2012950,active,COc1cccc2c1nc(C)n2-c1ccc(C(=O)NC2CC2)s1,327.4090000000001,3.2962200000000017,1.0,5.0,162.0,6.790484985457369
265,265,CHEMBL2012951,active,Cc1nc2c(OC(F)F)cccc2n1-c1ccc(C(=O)NC2CC2)s1,363.3890000000001,3.889020000000002,1.0,5.0,44.0,7.356547323513812
266,266,CHEMBL2012952,active,Cc1nc2c(OCCF)cccc2n1-c1ccc(C(=O)NC2CC2)s1,359.4260000000001,3.6359200000000023,1.0,5.0,28.0,7.552841968657781
267,267,CHEMBL2012953,active,Cc1nc2c(F)cccc2n1-c1ccc(C(=O)NC2CC2)s1,315.37300000000005,3.4267200000000013,1.0,4.0,34.0,7.468521082957745
268,268,CHEMBL2012954,active,Cc1nc2ccc(F)cc2n1-c1ccc(C(=O)NC2CC2)s1,315.37300000000005,3.4267200000000013,1.0,4.0,111.0,6.954677021213342
269,269,CHEMBL2012955,active,Cc1nc2c(Cl)cccc2n1-c1ccc(C(=O)NC2CC2)s1,331.82800000000003,3.9410200000000017,1.0,4.0,21.0,7.6777807052660805
270,270,CHEMBL2012956,active,Cc1nc2cc(Cl)ccc2n1-c1ccc(C(=O)NC2CC2)s1,331.82800000000003,3.9410200000000026,1.0,4.0,49.0,7.309803919971486
271,271,CHEMBL2012957,active,Cc1nc2c(Br)cccc2n1-c1ccc(C(=O)NC2CC2)s1,376.27900000000017,4.050120000000002,1.0,4.0,21.0,7.6777807052660805
272,272,CHEMBL2012958,active,Cc1nc2c(C#N)cccc2n1-c1ccc(C(=O)NC2CC2)s1,322.3930000000001,3.1593000000000018,1.0,5.0,40.0,7.3979400086720375
273,273,CHEMBL2012959,active,Cc1nc2c(N(C)C)cccc2n1-c1ccc(C(=O)NC2CC2)s1,340.45200000000006,3.353620000000002,1.0,5.0,181.0,6.7423214251308154
274,274,CHEMBL2012960,active,Cc1cc(F)c2nc(C)n(-c3ccc(C(=O)NC4CC4)s3)c2c1,329.40000000000015,3.735140000000002,1.0,4.0,32.0,7.494850021680094
275,275,CHEMBL2012961,active,Cc1cc(F)c2ncn(-c3ccc(C(=O)NC4CC4)s3)c2c1,315.3730000000001,3.4267200000000013,1.0,4.0,17.0,7.769551078621726
276,276,CHEMBL2012962,active,Cc1nc2c(Cl)cc(F)cc2n1-c1ccc(C(=O)NC2CC2)s1,349.8180000000001,4.080120000000002,1.0,4.0,25.0,7.6020599913279625
277,277,CHEMBL2012963,active,O=C(NC1CC1)c1ccc(-n2cnc3c(Cl)cc(F)cc32)s1,335.79100000000005,3.771700000000002,1.0,4.0,35.0,7.455931955649724
278,278,CHEMBL2012964,active,Cc1cc(F)c2c(c1)ncn2-c1ccc(C(=O)NC2CC2)s1,315.3730000000001,3.4267200000000013,1.0,4.0,95.0,7.022276394711152
279,279,CHEMBL2012965,active,O=C(NC1CC1)c1ccc(-n2cnc3cc(C(F)(F)F)ccc32)s1,351.353,3.998000000000002,1.0,4.0,19.0,7.721246399047171
280,280,CHEMBL2012966,active,O=C(NC1CC1)c1ccc(-n2cnc3c(F)cccc32)s1,301.346,3.1183000000000014,1.0,4.0,62.0,7.2076083105017466
281,281,CHEMBL2047243,inactive,Nc1nc2c(c(Nc3ccccc3)n1)-c1ccccc1C2,274.32700000000006,3.3736000000000015,2.0,4.0,200000.0,3.6989700043360187
282,282,CHEMBL2047246,inactive,Nc1nc2c(c(Nc3cccc(F)c3)n1)-c1ccccc1C2,292.31700000000006,3.5127000000000015,2.0,4.0,200000.0,3.6989700043360187
283,283,CHEMBL2047247,inactive,Nc1nc2c(c(Nc3ccc(Cl)cc3)n1)-c1ccccc1C2,308.77200000000005,4.027000000000001,2.0,4.0,200000.0,3.6989700043360187
284,284,CHEMBL2047248,inactive,Nc1nc2c(c(Nc3cccc(Br)c3)n1)-c1ccccc1C2,353.22300000000007,4.136100000000002,2.0,4.0,200000.0,3.6989700043360187
285,285,CHEMBL2047251,inactive,COc1cccc(Nc2nc(N)nc3c2-c2ccccc2C3)c1,304.35300000000007,3.382200000000001,2.0,5.0,200000.0,3.6989700043360187
286,286,CHEMBL2047253,inactive,Nc1nc2c(c(Nc3ccc(Cl)cc3F)n1)-c1ccccc1C2,326.76200000000006,4.166100000000002,2.0,4.0,200000.0,3.6989700043360187
287,287,CHEMBL2172226,active,Cc1cc(Nc2ccc(C(F)(F)F)cc2)n2ccnc2n1,292.264,3.8001200000000024,1.0,4.0,77.0,7.113509274827518
288,288,CHEMBL2172229,inactive,Cc1nc(Nc2n[nH]cc2C#N)c2nc[nH]c2n1,240.23000000000002,0.9996999999999998,3.0,6.0,100000.0,4.0
289,289,CHEMBL2172228,inactive,Cc1nc(Nc2ccc3ncccc3c2)c2nc[nH]c2n1,276.303,2.95312,2.0,5.0,25000.0,4.6020599913279625
290,290,CHEMBL2172227,inactive,Cc1nc(Nc2cnc3ccccc3c2)c2nc[nH]c2n1,276.30300000000005,2.95312,2.0,5.0,27000.0,4.568636235841013
291,291,CHEMBL2172230,intermediate_active,Cc1nc(Nc2ccc3cc4ccccc4cc3c2)c2nc[nH]c2n1,325.37500000000006,4.711320000000002,2.0,4.0,4800.0,5.318758762624412
292,292,CHEMBL2172231,inactive,Cc1cc(Nc2ccc3ccccc3c2)c2nncn2n1,275.315,3.3295200000000014,1.0,5.0,50000.0,4.301029995663981
293,293,CHEMBL2172232,inactive,Cc1nc(Nc2ccc3ccccc3c2)c2cn[nH]c2n1,275.31500000000005,3.5581200000000006,2.0,4.0,100000.0,4.0
294,294,CHEMBL2172233,active,Cc1nc(Nc2ccc3ccccc3c2)c2nc[nH]c2n1,275.31500000000005,3.5581200000000006,2.0,4.0,440.0,6.356547323513812
295,295,CHEMBL2172234,active,Cc1cc(Nc2ccc3ccccc3c2)n2nccc2n1,274.32700000000006,3.934520000000002,1.0,4.0,400.0,6.3979400086720375
296,296,CHEMBL2172235,intermediate_active,Cc1cc(Nc2ccc3ccccc3c2)n2ncnc2c1,274.32700000000006,3.934520000000002,1.0,4.0,4800.0,5.318758762624412
297,297,CHEMBL2172236,active,Cc1cc(Nc2ccc3ccccc3c2)n2ccnc2n1,274.32700000000006,3.9345200000000027,1.0,4.0,150.0,6.823908740944319
298,298,CHEMBL2172237,inactive,Cc1cc(NC(=O)c2ccc(C(F)(F)F)cc2)n2ncnc2n1,321.262,2.7038200000000003,1.0,5.0,100000.0,4.0
299,299,CHEMBL2172238,inactive,Cc1cc(NC(=O)c2ccccc2)n2ncnc2n1,253.26500000000004,1.6850199999999995,1.0,5.0,100000.0,4.0
300,300,CHEMBL2170881,inactive,CCOC(=O)c1c(-c2ccc3c(c2)OCO3)[nH]c2cc(OC)c(F)cc2c1=O,385.34700000000015,3.2482000000000006,1.0,6.0,30000.0,4.522878745280337
301,301,CHEMBL2170884,inactive,CCOC(=O)c1c(-c2cccc(Oc3ccccc3)c2)[nH]c2cc(OC)c(F)cc2c1=O,433.4350000000002,5.311800000000004,1.0,5.0,30000.0,4.522878745280337
302,302,CHEMBL2170887,inactive,CCOC(=O)c1c(-c2cccc(Cl)c2)[nH]c2cc(OC)c(F)cc2c1=O,375.7830000000002,4.172900000000003,1.0,4.0,30000.0,4.522878745280337
303,303,CHEMBL1093727,inactive,CCOC(=O)c1c(-c2cccc(F)c2)[nH]c2cc(OC)ccc2c1=O,341.33800000000014,3.5195000000000016,1.0,4.0,30000.0,4.522878745280337
304,304,CHEMBL973,inactive,C/C(O)=C(\C#N)C(=O)Nc1ccc(C(F)(F)F)cc1,270.21,2.99948,2.0,3.0,11390.0,4.9434762759209
