action_type,activity_comment,activity_id,activity_properties,assay_chembl_id,assay_description,assay_type,assay_variant_accession,assay_variant_mutation,bao_endpoint,bao_format,bao_label,canonical_smiles,data_validity_comment,data_validity_description,document_chembl_id,document_journal,document_year,ligand_efficiency,molecule_chembl_id,molecule_pref_name,parent_molecule_chembl_id,pchembl_value,potential_duplicate,qudt_units,record_id,relation,src_id,standard_flag,standard_relation,standard_text_value,standard_type,standard_units,standard_upper_value,standard_value,target_chembl_id,target_organism,target_pref_name,target_tax_id,text_value,toid,type,units,uo_units,upper_value,value
,,6231122,[],CHEMBL1785541,Inhibition of His6-tagged recombinant Plasmodium falciparum dihydroorotate dehydrogenase expressed in Escherichia coli using L-dihydroorotate as substrate after 10 to 15 mins by DCIP dye-based assay,B,,,BAO_0000190,BAO_0000019,assay format,Cc1cc(Nc2ccc(Cl)c(F)c2)n2ncnc2n1,,,CHEMBL1781999,J Med Chem,2011,"{'bei': '22.54', 'le': '0.45', 'lle': '3.29', 'sei': '11.36'}",CHEMBL1784575,,CHEMBL1784575,6.26,0,http://www.openphacts.org/units/Nanomolar,1429522,=,1,1,=,,IC50,nM,,550.0,CHEMBL3486,Plasmodium falciparum,Dihydroorotate dehydrogenase,5833,,,IC50,uM,UO_0000065,,0.55
,,6231126,[],CHEMBL1785541,Inhibition of His6-tagged recombinant Plasmodium falciparum dihydroorotate dehydrogenase expressed in Escherichia coli using L-dihydroorotate as substrate after 10 to 15 mins by DCIP dye-based assay,B,,,BAO_0000190,BAO_0000019,assay format,Cc1cc(Nc2ccc(C(C)(C)C)c(F)c2)n2ncnc2n1,,,CHEMBL1781999,J Med Chem,2011,"{'bei': '24.91', 'le': '0.46', 'lle': '3.85', 'sei': '13.53'}",CHEMBL1784574,,CHEMBL1784574,7.46,0,http://www.openphacts.org/units/Nanomolar,1429521,=,1,1,=,,IC50,nM,,35.0,CHEMBL3486,Plasmodium falciparum,Dihydroorotate dehydrogenase,5833,,,IC50,uM,UO_0000065,,0.035
,,6231130,[],CHEMBL1785541,Inhibition of His6-tagged recombinant Plasmodium falciparum dihydroorotate dehydrogenase expressed in Escherichia coli using L-dihydroorotate as substrate after 10 to 15 mins by DCIP dye-based assay,B,,,BAO_0000190,BAO_0000019,assay format,Cc1cc(Nc2ccc(C(C)(C)C#N)cc2)n2ncnc2n1,,,CHEMBL1781999,J Med Chem,2011,"{'bei': '20.52', 'le': '0.37', 'lle': '3.02', 'sei': '7.60'}",CHEMBL1784573,,CHEMBL1784573,6.0,0,http://www.openphacts.org/units/Nanomolar,1429520,=,1,1,=,,IC50,nM,,1000.0,CHEMBL3486,Plasmodium falciparum,Dihydroorotate dehydrogenase,5833,,,IC50,uM,UO_0000065,,1.0
,,6231134,[],CHEMBL1785541,Inhibition of His6-tagged recombinant Plasmodium falciparum dihydroorotate dehydrogenase expressed in Escherichia coli using L-dihydroorotate as substrate after 10 to 15 mins by DCIP dye-based assay,B,,,BAO_0000190,BAO_0000019,assay format,Cc1cc(Nc2ccc(OC(C)(C)C)cc2)n2ncnc2n1,,,CHEMBL1781999,J Med Chem,2011,"{'bei': '14.65', 'le': '0.27', 'lle': '1.01', 'sei': '6.77'}",CHEMBL1784572,,CHEMBL1784572,4.36,0,http://www.openphacts.org/units/Nanomolar,1429519,=,1,1,=,,IC50,nM,,44000.0,CHEMBL3486,Plasmodium falciparum,Dihydroorotate dehydrogenase,5833,,,IC50,uM,UO_0000065,,44.0
,,6231138,[],CHEMBL1785541,Inhibition of His6-tagged recombinant Plasmodium falciparum dihydroorotate dehydrogenase expressed in Escherichia coli using L-dihydroorotate as substrate after 10 to 15 mins by DCIP dye-based assay,B,,,BAO_0000190,BAO_0000019,assay format,Cc1cc(Nc2ccc(NC(C)(C)C)cc2)n2ncnc2n1,,,CHEMBL1781999,J Med Chem,2011,,CHEMBL1784571,,CHEMBL1784571,,0,http://www.openphacts.org/units/Nanomolar,1429518,>,1,1,>,,IC50,nM,,50000.0,CHEMBL3486,Plasmodium falciparum,Dihydroorotate dehydrogenase,5833,,,IC50,uM,UO_0000065,,50.0
,,6231142,[],CHEMBL1785541,Inhibition of His6-tagged recombinant Plasmodium falciparum dihydroorotate dehydrogenase expressed in Escherichia coli using L-dihydroorotate as substrate after 10 to 15 mins by DCIP dye-based assay,B,,,BAO_0000190,BAO_0000019,assay format,Cc1cc(Nc2ccc(N3CCOCC3)cc2)n2ncnc2n1,,,CHEMBL1781999,J Med Chem,2011,,CHEMBL1784570,,CHEMBL1784570,,0,http://www.openphacts.org/units/Nanomolar,1429517,>,1,1,>,,IC50,nM,,100000.0,CHEMBL3486,Plasmodium falciparum,Dihydroorotate dehydrogenase,5833,,,IC50,uM,UO_0000065,,100.0
,,6231146,[],CHEMBL1785541,Inhibition of His6-tagged recombinant Plasmodium falciparum dihydroorotate dehydrogenase expressed in Escherichia coli using L-dihydroorotate as substrate after 10 to 15 mins by DCIP dye-based assay,B,,,BAO_0000190,BAO_0000019,assay format,Cc1cc(Nc2ccc(N3CCCC3)cc2)n2ncnc2n1,,,CHEMBL1781999,J Med Chem,2011,"{'bei': '18.53', 'le': '0.34', 'lle': '2.68', 'sei': '9.35'}",CHEMBL1784569,,CHEMBL1784569,5.46,0,http://www.openphacts.org/units/Nanomolar,1429516,=,1,1,=,,IC50,nM,,3500.0,CHEMBL3486,Plasmodium falciparum,Dihydroorotate dehydrogenase,5833,,,IC50,uM,UO_0000065,,3.5
,,6231150,[],CHEMBL1785541,Inhibition of His6-tagged recombinant Plasmodium falciparum dihydroorotate dehydrogenase expressed in Escherichia coli using L-dihydroorotate as substrate after 10 to 15 mins by DCIP dye-based assay,B,,,BAO_0000190,BAO_0000019,assay format,Cc1cc(Nc2ccc(N(C)C)cc2)n2ncnc2n1,,,CHEMBL1781999,J Med Chem,2011,"{'bei': '22.68', 'le': '0.42', 'lle': '3.85', 'sei': '10.43'}",CHEMBL582694,,CHEMBL582694,6.09,0,http://www.openphacts.org/units/Nanomolar,1429515,=,1,1,=,,IC50,nM,,820.0,CHEMBL3486,Plasmodium falciparum,Dihydroorotate dehydrogenase,5833,,,IC50,uM,UO_0000065,,0.82
,,6231154,[],CHEMBL1785541,Inhibition of His6-tagged recombinant Plasmodium falciparum dihydroorotate dehydrogenase expressed in Escherichia coli using L-dihydroorotate as substrate after 10 to 15 mins by DCIP dye-based assay,B,,,BAO_0000190,BAO_0000019,assay format,Cc1cc(Nc2ccc(OCc3ccccc3)cc2)n2ncnc2n1,,,CHEMBL1781999,J Med Chem,2011,"{'bei': '15.90', 'le': '0.29', 'lle': '1.51', 'sei': '8.19'}",CHEMBL1784568,,CHEMBL1784568,5.27,0,http://www.openphacts.org/units/Nanomolar,1429514,=,1,1,=,,IC50,nM,,5400.0,CHEMBL3486,Plasmodium falciparum,Dihydroorotate dehydrogenase,5833,,,IC50,uM,UO_0000065,,5.4
,,6231158,[],CHEMBL1785541,Inhibition of His6-tagged recombinant Plasmodium falciparum dihydroorotate dehydrogenase expressed in Escherichia coli using L-dihydroorotate as substrate after 10 to 15 mins by DCIP dye-based assay,B,,,BAO_0000190,BAO_0000019,assay format,Cc1cc(Nc2ccc(S(F)(F)(F)(F)F)cc2)n2ncnc2n1,,,CHEMBL1781999,J Med Chem,2011,"{'bei': '19.60', 'le': '0.41', 'lle': '2.06', 'sei': '12.50'}",CHEMBL1784567,,CHEMBL1784567,6.89,0,http://www.openphacts.org/units/Nanomolar,1429513,=,1,1,=,,IC50,nM,,130.0,CHEMBL3486,Plasmodium falciparum,Dihydroorotate dehydrogenase,5833,,,IC50,uM,UO_0000065,,0.13
,,6231162,[],CHEMBL1785541,Inhibition of His6-tagged recombinant Plasmodium falciparum dihydroorotate dehydrogenase expressed in Escherichia coli using L-dihydroorotate as substrate after 10 to 15 mins by DCIP dye-based assay,B,,,BAO_0000190,BAO_0000019,assay format,Cc1cc(Nc2ccc(SC(F)(F)F)cc2)n2ncnc2n1,,,CHEMBL1781999,J Med Chem,2011,"{'bei': '19.10', 'le': '0.39', 'lle': '2.42', 'sei': '11.28'}",CHEMBL1784566,,CHEMBL1784566,6.21,0,http://www.openphacts.org/units/Nanomolar,1429512,=,1,1,=,,IC50,nM,,610.0,CHEMBL3486,Plasmodium falciparum,Dihydroorotate dehydrogenase,5833,,,IC50,uM,UO_0000065,,0.61
,,6231166,[],CHEMBL1785541,Inhibition of His6-tagged recombinant Plasmodium falciparum dihydroorotate dehydrogenase expressed in Escherichia coli using L-dihydroorotate as substrate after 10 to 15 mins by DCIP dye-based assay,B,,,BAO_0000190,BAO_0000019,assay format,Cc1cc(Nc2ccc(CC(F)(F)F)cc2)n2ncnc2n1,,,CHEMBL1781999,J Med Chem,2011,"{'bei': '18.23', 'le': '0.35', 'lle': '2.32', 'sei': '10.17'}",CHEMBL1784565,,CHEMBL1784565,5.6,0,http://www.openphacts.org/units/Nanomolar,1429511,=,1,1,=,,IC50,nM,,2500.0,CHEMBL3486,Plasmodium falciparum,Dihydroorotate dehydrogenase,5833,,,IC50,uM,UO_0000065,,2.5
,,6231170,[],CHEMBL1785541,Inhibition of His6-tagged recombinant Plasmodium falciparum dihydroorotate dehydrogenase expressed in Escherichia coli using L-dihydroorotate as substrate after 10 to 15 mins by DCIP dye-based assay,B,,,BAO_0000190,BAO_0000019,assay format,C#Cc1ccc(Nc2cc(C)nc3ncnn23)cc1,,,CHEMBL1781999,J Med Chem,2011,"{'bei': '23.90', 'le': '0.43', 'lle': '3.80', 'sei': '10.81'}",CHEMBL1784564,,CHEMBL1784564,5.96,0,http://www.openphacts.org/units/Nanomolar,1429510,=,1,1,=,,IC50,nM,,1100.0,CHEMBL3486,Plasmodium falciparum,Dihydroorotate dehydrogenase,5833,,,IC50,uM,UO_0000065,,1.1
,,6231174,[],CHEMBL1785541,Inhibition of His6-tagged recombinant Plasmodium falciparum dihydroorotate dehydrogenase expressed in Escherichia coli using L-dihydroorotate as substrate after 10 to 15 mins by DCIP dye-based assay,B,,,BAO_0000190,BAO_0000019,assay format,C=Cc1ccc(Nc2cc(C)nc3ncnn23)cc1,,,CHEMBL1781999,J Med Chem,2011,"{'bei': '24.26', 'le': '0.44', 'lle': '3.28', 'sei': '11.06'}",CHEMBL1784563,,CHEMBL1784563,6.1,0,http://www.openphacts.org/units/Nanomolar,1429509,=,1,1,=,,IC50,nM,,800.0,CHEMBL3486,Plasmodium falciparum,Dihydroorotate dehydrogenase,5833,,,IC50,uM,UO_0000065,,0.8
,,6231178,[],CHEMBL1785541,Inhibition of His6-tagged recombinant Plasmodium falciparum dihydroorotate dehydrogenase expressed in Escherichia coli using L-dihydroorotate as substrate after 10 to 15 mins by DCIP dye-based assay,B,,,BAO_0000190,BAO_0000019,assay format,Cc1cc(Nc2ccc(C3CC3)cc2)n2ncnc2n1,,,CHEMBL1781999,J Med Chem,2011,"{'bei': '24.03', 'le': '0.44', 'lle': '3.33', 'sei': '11.57'}",CHEMBL1784562,,CHEMBL1784562,6.38,0,http://www.openphacts.org/units/Nanomolar,1429508,=,1,1,=,,IC50,nM,,420.0,CHEMBL3486,Plasmodium falciparum,Dihydroorotate dehydrogenase,5833,,,IC50,uM,UO_0000065,,0.42
,,6231182,[],CHEMBL1785541,Inhibition of His6-tagged recombinant Plasmodium falciparum dihydroorotate dehydrogenase expressed in Escherichia coli using L-dihydroorotate as substrate after 10 to 15 mins by DCIP dye-based assay,B,,,BAO_0000190,BAO_0000019,assay format,Cc1cc(Nc2ccc(C(C)(C)C)cc2)n2ncnc2n1,,,CHEMBL1781999,J Med Chem,2011,"{'bei': '25.26', 'le': '0.46', 'lle': '3.64', 'sei': '12.90'}",CHEMBL1784561,,CHEMBL1784561,7.11,0,http://www.openphacts.org/units/Nanomolar,1429507,=,1,1,=,,IC50,nM,,78.0,CHEMBL3486,Plasmodium falciparum,Dihydroorotate dehydrogenase,5833,,,IC50,uM,UO_0000065,,0.078
,,6231186,[],CHEMBL1785541,Inhibition of His6-tagged recombinant Plasmodium falciparum dihydroorotate dehydrogenase expressed in Escherichia coli using L-dihydroorotate as substrate after 10 to 15 mins by DCIP dye-based assay,B,,,BAO_0000190,BAO_0000019,assay format,Cc1cc(Nc2ccc(C(C)C)cc2)n2ncnc2n1,,,CHEMBL1781999,J Med Chem,2011,"{'bei': '24.90', 'le': '0.45', 'lle': '3.36', 'sei': '12.08'}",CHEMBL600255,,CHEMBL600255,6.66,0,http://www.openphacts.org/units/Nanomolar,1429506,=,1,1,=,,IC50,nM,,220.0,CHEMBL3486,Plasmodium falciparum,Dihydroorotate dehydrogenase,5833,,,IC50,uM,UO_0000065,,0.22
,,6231190,[],CHEMBL1785541,Inhibition of His6-tagged recombinant Plasmodium falciparum dihydroorotate dehydrogenase expressed in Escherichia coli using L-dihydroorotate as substrate after 10 to 15 mins by DCIP dye-based assay,B,,,BAO_0000190,BAO_0000019,assay format,CCCCCCCCc1ccc(Nc2cc(C)nc3ncnn23)cc1,,,CHEMBL1781999,J Med Chem,2011,,CHEMBL1784560,,CHEMBL1784560,,0,http://www.openphacts.org/units/Nanomolar,1429505,>,1,1,>,,IC50,nM,,50000.0,CHEMBL3486,Plasmodium falciparum,Dihydroorotate dehydrogenase,5833,,,IC50,uM,UO_0000065,,50.0
,,6231194,[],CHEMBL1785541,Inhibition of His6-tagged recombinant Plasmodium falciparum dihydroorotate dehydrogenase expressed in Escherichia coli using L-dihydroorotate as substrate after 10 to 15 mins by DCIP dye-based assay,B,,,BAO_0000190,BAO_0000019,assay format,CCCCCCCc1ccc(Nc2cc(C)nc3ncnn23)cc1,,,CHEMBL1781999,J Med Chem,2011,"{'bei': '14.28', 'le': '0.26', 'lle': '-0.07', 'sei': '8.38'}",CHEMBL1784559,,CHEMBL1784559,4.62,0,http://www.openphacts.org/units/Nanomolar,1429504,=,1,1,=,,IC50,nM,,24000.0,CHEMBL3486,Plasmodium falciparum,Dihydroorotate dehydrogenase,5833,,,IC50,uM,UO_0000065,,24.0
,,6231198,[],CHEMBL1785541,Inhibition of His6-tagged recombinant Plasmodium falciparum dihydroorotate dehydrogenase expressed in Escherichia coli using L-dihydroorotate as substrate after 10 to 15 mins by DCIP dye-based assay,B,,,BAO_0000190,BAO_0000019,assay format,CCCCCCc1ccc(Nc2cc(C)nc3ncnn23)cc1,,,CHEMBL1781999,J Med Chem,2011,"{'bei': '17.38', 'le': '0.32', 'lle': '1.08', 'sei': '9.76'}",CHEMBL1784558,,CHEMBL1784558,5.38,0,http://www.openphacts.org/units/Nanomolar,1429503,=,1,1,=,,IC50,nM,,4200.0,CHEMBL3486,Plasmodium falciparum,Dihydroorotate dehydrogenase,5833,,,IC50,uM,UO_0000065,,4.2
,,6231202,[],CHEMBL1785541,Inhibition of His6-tagged recombinant Plasmodium falciparum dihydroorotate dehydrogenase expressed in Escherichia coli using L-dihydroorotate as substrate after 10 to 15 mins by DCIP dye-based assay,B,,,BAO_0000190,BAO_0000019,assay format,CCCCCc1ccc(Nc2cc(C)nc3ncnn23)cc1,,,CHEMBL1781999,J Med Chem,2011,"{'bei': '20.60', 'le': '0.38', 'lle': '2.18', 'sei': '11.04'}",CHEMBL1784557,,CHEMBL1784557,6.09,0,http://www.openphacts.org/units/Nanomolar,1429502,=,1,1,=,,IC50,nM,,820.0,CHEMBL3486,Plasmodium falciparum,Dihydroorotate dehydrogenase,5833,,,IC50,uM,UO_0000065,,0.82
,,6231206,[],CHEMBL1785541,Inhibition of His6-tagged recombinant Plasmodium falciparum dihydroorotate dehydrogenase expressed in Escherichia coli using L-dihydroorotate as substrate after 10 to 15 mins by DCIP dye-based assay,B,,,BAO_0000190,BAO_0000019,assay format,CCCCc1ccc(Nc2cc(C)nc3ncnn23)cc1,,,CHEMBL1781999,J Med Chem,2011,"{'bei': '23.29', 'le': '0.43', 'lle': '3.03', 'sei': '11.89'}",CHEMBL1784556,,CHEMBL1784556,6.55,0,http://www.openphacts.org/units/Nanomolar,1429501,=,1,1,=,,IC50,nM,,280.0,CHEMBL3486,Plasmodium falciparum,Dihydroorotate dehydrogenase,5833,,,IC50,uM,UO_0000065,,0.28
,,6231210,[],CHEMBL1785541,Inhibition of His6-tagged recombinant Plasmodium falciparum dihydroorotate dehydrogenase expressed in Escherichia coli using L-dihydroorotate as substrate after 10 to 15 mins by DCIP dye-based assay,B,,,BAO_0000190,BAO_0000019,assay format,CCCc1ccc(Nc2cc(C)nc3ncnn23)cc1,,,CHEMBL1781999,J Med Chem,2011,"{'bei': '22.46', 'le': '0.41', 'lle': '2.87', 'sei': '10.90'}",CHEMBL1784555,,CHEMBL1784555,6.0,0,http://www.openphacts.org/units/Nanomolar,1429500,=,1,1,=,,IC50,nM,,990.0,CHEMBL3486,Plasmodium falciparum,Dihydroorotate dehydrogenase,5833,,,IC50,uM,UO_0000065,,0.99
,,6231214,[],CHEMBL1785541,Inhibition of His6-tagged recombinant Plasmodium falciparum dihydroorotate dehydrogenase expressed in Escherichia coli using L-dihydroorotate as substrate after 10 to 15 mins by DCIP dye-based assay,B,,,BAO_0000190,BAO_0000019,assay format,CCc1ccc(Nc2cc(C)nc3ncnn23)cc1,,,CHEMBL1781999,J Med Chem,2011,"{'bei': '24.53', 'le': '0.45', 'lle': '3.47', 'sei': '11.28'}",CHEMBL1714424,,CHEMBL1714424,6.21,0,http://www.openphacts.org/units/Nanomolar,1429499,=,1,1,=,,IC50,nM,,610.0,CHEMBL3486,Plasmodium falciparum,Dihydroorotate dehydrogenase,5833,,,IC50,uM,UO_0000065,,0.61
,,6231215,[],CHEMBL1785541,Inhibition of His6-tagged recombinant Plasmodium falciparum dihydroorotate dehydrogenase expressed in Escherichia coli using L-dihydroorotate as substrate after 10 to 15 mins by DCIP dye-based assay,B,,,BAO_0000190,BAO_0000019,assay format,Cc1cc(Nc2ccc3c(c2)OCO3)n2ncnc2n1,,,CHEMBL1781999,J Med Chem,2011,"{'bei': '21.53', 'le': '0.40', 'lle': '3.89', 'sei': '7.88'}",CHEMBL1784579,,CHEMBL1784579,5.8,0,http://www.openphacts.org/units/Nanomolar,1429527,=,1,1,=,,IC50,nM,,1600.0,CHEMBL3486,Plasmodium falciparum,Dihydroorotate dehydrogenase,5833,,,IC50,uM,UO_0000065,,1.6
,,6231219,[],CHEMBL1785541,Inhibition of His6-tagged recombinant Plasmodium falciparum dihydroorotate dehydrogenase expressed in Escherichia coli using L-dihydroorotate as substrate after 10 to 15 mins by DCIP dye-based assay,B,,,BAO_0000190,BAO_0000019,assay format,Cc1cc(Nc2ccc3sccc3c2)n2ncnc2n1,,,CHEMBL1781999,J Med Chem,2011,"{'bei': '25.04', 'le': '0.48', 'lle': '3.66', 'sei': '12.78'}",CHEMBL1784580,,CHEMBL1784580,7.05,0,http://www.openphacts.org/units/Nanomolar,1429528,=,1,1,=,,IC50,nM,,90.0,CHEMBL3486,Plasmodium falciparum,Dihydroorotate dehydrogenase,5833,,,IC50,uM,UO_0000065,,0.09
,,6231223,[],CHEMBL1785541,Inhibition of His6-tagged recombinant Plasmodium falciparum dihydroorotate dehydrogenase expressed in Escherichia coli using L-dihydroorotate as substrate after 10 to 15 mins by DCIP dye-based assay,B,,,BAO_0000190,BAO_0000019,assay format,Cc1cc(Nc2ccc3[nH]c(C(F)(F)F)nc3c2)n2ncnc2n1,,,CHEMBL1781999,J Med Chem,2011,"{'bei': '14.04', 'le': '0.27', 'lle': '1.61', 'sei': '5.58'}",CHEMBL1784581,,CHEMBL1784581,4.68,0,http://www.openphacts.org/units/Nanomolar,1429529,=,1,1,=,,IC50,nM,,21000.0,CHEMBL3486,Plasmodium falciparum,Dihydroorotate dehydrogenase,5833,,,IC50,uM,UO_0000065,,21.0
,,6231246,[],CHEMBL1785541,Inhibition of His6-tagged recombinant Plasmodium falciparum dihydroorotate dehydrogenase expressed in Escherichia coli using L-dihydroorotate as substrate after 10 to 15 mins by DCIP dye-based assay,B,,,BAO_0000190,BAO_0000019,assay format,Cc1cc(NC2Cc3ccccc3C2)n2ncnc2n1,,,CHEMBL1781999,J Med Chem,2011,"{'bei': '23.75', 'le': '0.43', 'lle': '4.29', 'sei': '11.43'}",CHEMBL1784589,,CHEMBL1784589,6.3,0,http://www.openphacts.org/units/Nanomolar,1429537,=,1,1,=,,IC50,nM,,500.0,CHEMBL3486,Plasmodium falciparum,Dihydroorotate dehydrogenase,5833,,,IC50,uM,UO_0000065,,0.5
,,6231247,[],CHEMBL1785541,Inhibition of His6-tagged recombinant Plasmodium falciparum dihydroorotate dehydrogenase expressed in Escherichia coli using L-dihydroorotate as substrate after 10 to 15 mins by DCIP dye-based assay,B,,,BAO_0000190,BAO_0000019,assay format,Cc1cc(NC2CCc3ccccc3C2)n2ncnc2n1,,,CHEMBL1781999,J Med Chem,2011,"{'bei': '22.44', 'le': '0.41', 'lle': '3.87', 'sei': '11.37'}",CHEMBL1784593,,CHEMBL1784593,6.27,0,http://www.openphacts.org/units/Nanomolar,1429541,=,1,1,=,,IC50,nM,,540.0,CHEMBL3486,Plasmodium falciparum,Dihydroorotate dehydrogenase,5833,,,IC50,uM,UO_0000065,,0.54
,,6231248,[],CHEMBL1785541,Inhibition of His6-tagged recombinant Plasmodium falciparum dihydroorotate dehydrogenase expressed in Escherichia coli using L-dihydroorotate as substrate after 10 to 15 mins by DCIP dye-based assay,B,,,BAO_0000190,BAO_0000019,assay format,Cc1cc(NC2Cc3ccc(F)cc3C2)n2ncnc2n1,,,CHEMBL1781999,J Med Chem,2011,"{'bei': '21.94', 'le': '0.40', 'lle': '4.06', 'sei': '11.28'}",CHEMBL1784590,,CHEMBL1784590,6.21,0,http://www.openphacts.org/units/Nanomolar,1429538,=,1,1,=,,IC50,nM,,610.0,CHEMBL3486,Plasmodium falciparum,Dihydroorotate dehydrogenase,5833,,,IC50,uM,UO_0000065,,0.61
,,6231249,[],CHEMBL1785541,Inhibition of His6-tagged recombinant Plasmodium falciparum dihydroorotate dehydrogenase expressed in Escherichia coli using L-dihydroorotate as substrate after 10 to 15 mins by DCIP dye-based assay,B,,,BAO_0000190,BAO_0000019,assay format,Cc1cc(NC2CCc3cc(F)ccc3C2)n2ncnc2n1,,,CHEMBL1781999,J Med Chem,2011,"{'bei': '20.85', 'le': '0.38', 'lle': '3.66', 'sei': '11.25'}",CHEMBL1784594,,CHEMBL1784594,6.2,0,http://www.openphacts.org/units/Nanomolar,1429542,=,1,1,=,,IC50,nM,,630.0,CHEMBL3486,Plasmodium falciparum,Dihydroorotate dehydrogenase,5833,,,IC50,uM,UO_0000065,,0.63
,,6231250,[],CHEMBL1785541,Inhibition of His6-tagged recombinant Plasmodium falciparum dihydroorotate dehydrogenase expressed in Escherichia coli using L-dihydroorotate as substrate after 10 to 15 mins by DCIP dye-based assay,B,,,BAO_0000190,BAO_0000019,assay format,Cc1cc(NC2CCc3cc(Cl)ccc3C2)n2ncnc2n1,,,CHEMBL1781999,J Med Chem,2011,"{'bei': '19.68', 'le': '0.38', 'lle': '3.11', 'sei': '11.20'}",CHEMBL1784595,,CHEMBL1784595,6.17,0,http://www.openphacts.org/units/Nanomolar,1429543,=,1,1,=,,IC50,nM,,670.0,CHEMBL3486,Plasmodium falciparum,Dihydroorotate dehydrogenase,5833,,,IC50,uM,UO_0000065,,0.67
,,6231251,[],CHEMBL1785541,Inhibition of His6-tagged recombinant Plasmodium falciparum dihydroorotate dehydrogenase expressed in Escherichia coli using L-dihydroorotate as substrate after 10 to 15 mins by DCIP dye-based assay,B,,,BAO_0000190,BAO_0000019,assay format,Cc1cc(NC2Cc3ccc(Br)cc3C2)n2ncnc2n1,,,CHEMBL1781999,J Med Chem,2011,"{'bei': '17.20', 'le': '0.39', 'lle': '3.15', 'sei': '10.74'}",CHEMBL1784591,,CHEMBL1784591,5.92,0,http://www.openphacts.org/units/Nanomolar,1429539,=,1,1,=,,IC50,nM,,1200.0,CHEMBL3486,Plasmodium falciparum,Dihydroorotate dehydrogenase,5833,,,IC50,uM,UO_0000065,,1.2
,,6231260,[],CHEMBL1785541,Inhibition of His6-tagged recombinant Plasmodium falciparum dihydroorotate dehydrogenase expressed in Escherichia coli using L-dihydroorotate as substrate after 10 to 15 mins by DCIP dye-based assay,B,,,BAO_0000190,BAO_0000019,assay format,COc1cc2c(cc1OC)CC(Nc1cc(C)nc3ncnn13)C2,,,CHEMBL1781999,J Med Chem,2011,"{'bei': '16.40', 'le': '0.30', 'lle': '3.31', 'sei': '7.25'}",CHEMBL1784592,,CHEMBL1784592,5.34,0,http://www.openphacts.org/units/Nanomolar,1429540,=,1,1,=,,IC50,nM,,4600.0,CHEMBL3486,Plasmodium falciparum,Dihydroorotate dehydrogenase,5833,,,IC50,uM,UO_0000065,,4.6
,,6231263,[],CHEMBL1785541,Inhibition of His6-tagged recombinant Plasmodium falciparum dihydroorotate dehydrogenase expressed in Escherichia coli using L-dihydroorotate as substrate after 10 to 15 mins by DCIP dye-based assay,B,,,BAO_0000190,BAO_0000019,assay format,CCCCCCCNc1cc(C)nc2ncnn12,,,CHEMBL1781999,J Med Chem,2011,"{'bei': '20.48', 'le': '0.38', 'lle': '2.25', 'sei': '9.19'}",CHEMBL1784710,,CHEMBL1784710,5.07,0,http://www.openphacts.org/units/Nanomolar,1429679,=,1,1,=,,IC50,nM,,8600.0,CHEMBL3486,Plasmodium falciparum,Dihydroorotate dehydrogenase,5833,,,IC50,uM,UO_0000065,,8.6
,,6231267,[],CHEMBL1785541,Inhibition of His6-tagged recombinant Plasmodium falciparum dihydroorotate dehydrogenase expressed in Escherichia coli using L-dihydroorotate as substrate after 10 to 15 mins by DCIP dye-based assay,B,,,BAO_0000190,BAO_0000019,assay format,Cc1cc(NCCc2ccccc2)n2ncnc2n1,,,CHEMBL1781999,J Med Chem,2011,"{'bei': '19.04', 'le': '0.35', 'lle': '2.73', 'sei': '8.75'}",CHEMBL1784708,,CHEMBL1784708,4.82,0,http://www.openphacts.org/units/Nanomolar,1429677,=,1,1,=,,IC50,nM,,15000.0,CHEMBL3486,Plasmodium falciparum,Dihydroorotate dehydrogenase,5833,,,IC50,uM,UO_0000065,,15.0
,,6231269,[],CHEMBL1785541,Inhibition of His6-tagged recombinant Plasmodium falciparum dihydroorotate dehydrogenase expressed in Escherichia coli using L-dihydroorotate as substrate after 10 to 15 mins by DCIP dye-based assay,B,,,BAO_0000190,BAO_0000019,assay format,Cc1cc(NCCCc2ccccc2)n2ncnc2n1,,,CHEMBL1781999,J Med Chem,2011,"{'bei': '17.15', 'le': '0.31', 'lle': '2.11', 'sei': '8.32'}",CHEMBL1784709,,CHEMBL1784709,4.58,0,http://www.openphacts.org/units/Nanomolar,1429678,=,1,1,=,,IC50,nM,,26000.0,CHEMBL3486,Plasmodium falciparum,Dihydroorotate dehydrogenase,5833,,,IC50,uM,UO_0000065,,26.0
,,6231273,[],CHEMBL1785541,Inhibition of His6-tagged recombinant Plasmodium falciparum dihydroorotate dehydrogenase expressed in Escherichia coli using L-dihydroorotate as substrate after 10 to 15 mins by DCIP dye-based assay,B,,,BAO_0000190,BAO_0000019,assay format,Cc1cc(NC2CCCCCCCCCCC2)n2ncnc2n1,,,CHEMBL1781999,J Med Chem,2011,"{'bei': '13.43', 'le': '0.25', 'lle': '-0.28', 'sei': '7.69'}",CHEMBL1784588,,CHEMBL1784588,4.24,0,http://www.openphacts.org/units/Nanomolar,1429536,=,1,1,=,,IC50,nM,,58000.0,CHEMBL3486,Plasmodium falciparum,Dihydroorotate dehydrogenase,5833,,,IC50,uM,UO_0000065,,58.0
